Sentence #,Word,POS,Chunk,Tag
9588,in,IN,B-PP,O
9588,jail,NN,B-NP,O
9588,if,IN,B-SBAR,O
9588,convicted,VBN,B-VP,O
9588,.,.,O,O
9589,Xhelili,NNP,B-NP,B-PER
9589,said,VBD,B-VP,O
9589,Thompson,NNP,B-NP,B-PER
9589,",",",",O,O
9589,who,WP,B-NP,O
9589,is,VBZ,B-VP,O
9589,divorced,VBN,I-VP,O
9589,",",",",O,O
9589,said,VBD,B-VP,O
9589,he,PRP,B-NP,O
9589,befriended,VBN,B-VP,O
9589,the,DT,B-NP,O
9589,boys,NNS,I-NP,O
9589,",",",",O,O
9589,both,DT,B-NP,O
9589,aged,VBN,I-NP,O
9589,under,IN,B-PP,O
9589,10,CD,B-NP,O
9589,",",",",O,O
9589,because,IN,B-SBAR,O
9589,they,PRP,B-NP,O
9589,reminded,VBD,B-VP,O
9589,him,PRP,B-NP,O
9589,of,IN,B-PP,O
9589,his,PRP$,B-NP,O
9589,own,JJ,I-NP,O
9589,children,NNS,I-NP,O
9589,who,WP,B-NP,O
9589,live,VBP,B-VP,O
9589,with,IN,B-PP,O
9589,his,PRP$,B-NP,O
9589,former,JJ,I-NP,O
9589,wife,NN,I-NP,O
9589,in,IN,B-PP,O
9589,London,NNP,B-NP,B-LOC
9589,.,.,O,O
9590,The,DT,B-NP,O
9590,prosecutor,NN,I-NP,O
9590,'s,POS,B-NP,O
9590,office,NN,I-NP,O
9590,said,VBD,B-VP,O
9590,no,DT,B-NP,O
9590,date,NN,I-NP,O
9590,had,VBD,B-VP,O
9590,yet,RB,B-NP,O
9590,been,VBN,B-VP,O
9590,set,VBN,I-VP,O
9590,for,IN,B-PP,O
9590,a,DT,B-NP,O
9590,trial,NN,I-NP,O
9590,to,TO,B-VP,O
9590,begin,VB,I-VP,O
9590,as,IN,B-PP,O
9590,investigations,NNS,B-NP,O
9590,had,VBD,B-VP,O
9590,first,RB,B-ADVP,O
9590,to,TO,B-VP,O
9590,be,VB,I-VP,O
9590,completed,VBN,I-VP,O
9590,.,.,O,O
9591,The,DT,B-NP,O
9591,British,JJ,I-NP,B-MISC
9591,embassy,NN,I-NP,O
9591,in,IN,B-PP,O
9591,Tirana,NNP,B-NP,B-LOC
9591,said,VBD,B-VP,O
9591,it,PRP,B-NP,O
9591,had,VBD,B-VP,O
9591,sent,VBN,I-VP,O
9591,an,DT,B-NP,O
9591,embassy,NN,I-NP,O
9591,official,JJ,B-ADJP,O
9591,to,TO,B-VP,O
9591,talk,VB,I-VP,O
9591,to,TO,B-PP,O
9591,Thompson,NNP,B-NP,B-PER
9591,who,WP,B-NP,O
9591,is,VBZ,B-VP,O
9591,being,VBG,I-VP,O
9591,held,VBN,I-VP,O
9591,in,IN,B-PP,O
9591,jail,NN,B-NP,O
9591,.,.,O,O
9592,The,DT,B-NP,O
9592,age,NN,I-NP,O
9592,of,IN,B-PP,O
9592,consent,NN,B-NP,O
9592,for,IN,B-PP,O
9592,heterosexual,JJ,B-NP,O
9592,and,CC,I-NP,O
9592,homosexual,JJ,I-NP,O
9592,sex,NN,I-NP,O
9592,in,IN,B-PP,O
9592,Albania,NNP,B-NP,B-LOC
9592,is,VBZ,B-VP,O
9592,14,CD,B-NP,O
9592,.,.,O,O
9593,A,DT,B-NP,O
9593,large,JJ,I-NP,O
9593,number,NN,I-NP,O
9593,of,IN,B-PP,O
9593,destitute,JJ,B-NP,O
9593,children,NNS,I-NP,O
9593,can,MD,B-VP,O
9593,be,VB,I-VP,O
9593,seen,VBN,I-VP,O
9593,begging,VBG,I-VP,O
9593,in,IN,B-PP,O
9593,the,DT,B-NP,O
9593,streets,NNS,I-NP,O
9593,of,IN,B-PP,O
9593,impoverished,JJ,B-NP,O
9593,Albania,NNP,I-NP,B-LOC
9593,",",",",O,O
9593,especially,RB,B-ADVP,O
9593,in,IN,B-PP,O
9593,towns,NNS,B-NP,O
9593,and,CC,I-NP,O
9593,resorts,NNS,I-NP,O
9593,visited,VBN,B-VP,O
9593,by,IN,B-PP,O
9593,foreigners,NNS,B-NP,O
9593,.,.,O,O
9595,Estonia,NNP,B-NP,B-LOC
9595,assembly,NN,I-NP,O
9595,again,RB,B-ADVP,O
9595,fails,VBZ,B-VP,O
9595,to,TO,I-VP,O
9595,elect,VB,I-VP,O
9595,president,NN,B-NP,O
9595,.,.,O,O
9596,TALLINN,NNP,B-NP,B-LOC
9596,1996-08-27,CD,I-NP,O
9597,Estonia,NNP,B-NP,B-LOC
9597,'s,POS,B-NP,O
9597,parliament,NN,I-NP,O
9597,again,RB,B-ADVP,O
9597,failed,VBD,B-VP,O
9597,to,TO,I-VP,O
9597,elect,VB,I-VP,O
9597,a,DT,B-NP,O
9597,new,JJ,I-NP,O
9597,state,NN,I-NP,O
9597,president,NN,I-NP,O
9597,on,IN,B-PP,O
9597,Tuesday,NNP,B-NP,O
9597,when,WRB,B-ADVP,O
9597,neither,DT,B-NP,O
9597,of,IN,B-PP,O
9597,two,CD,B-NP,O
9597,candidates,NNS,I-NP,O
9597,secured,VBD,B-VP,O
9597,a,DT,B-NP,O
9597,majority,NN,I-NP,O
9597,in,IN,B-PP,O
9597,second-round,NN,B-NP,O
9597,voting,NN,I-NP,O
9597,.,.,O,O
9598,Incumbent,JJ,B-NP,O
9598,president,NN,I-NP,O
9598,Lennart,NNP,I-NP,B-PER
9598,Meri,NNP,I-NP,I-PER
9598,won,VBD,B-VP,O
9598,49,CD,B-NP,O
9598,votes,NNS,I-NP,O
9598,compared,VBN,B-PP,O
9598,to,TO,B-PP,O
9598,34,CD,B-NP,O
9598,won,VBD,B-VP,O
9598,by,IN,B-PP,O
9598,his,PRP$,B-NP,O
9598,rival,NN,I-NP,O
9598,",",",",O,O
9598,deputy,NN,B-NP,O
9598,Parliamentary,NNP,B-NP,O
9598,Speaker,NNP,I-NP,O
9598,Arnold,NNP,I-NP,B-PER
9598,Ruutel,NNP,I-NP,I-PER
9598,.,.,O,O
9599,But,CC,O,O
9599,Meri,NNP,B-NP,B-PER
9599,'s,POS,B-NP,O
9599,support,NN,I-NP,O
9599,was,VBD,B-VP,O
9599,not,RB,O,O
9599,enough,JJ,B-ADJP,O
9599,for,IN,B-PP,O
9599,the,DT,B-NP,O
9599,68,CD,I-NP,O
9599,needed,VBD,B-VP,O
9599,for,IN,B-PP,O
9599,election,NN,B-NP,O
9599,and,CC,O,O
9599,a,DT,B-NP,O
9599,third,JJ,I-NP,O
9599,secret,JJ,I-NP,O
9599,ballot,NN,I-NP,O
9599,will,MD,B-VP,O
9599,take,VB,I-VP,O
9599,place,NN,B-NP,O
9599,later,RB,B-ADVP,O
9599,in,IN,B-PP,O
9599,the,DT,B-NP,O
9599,day,NN,I-NP,O
9599,(,(,O,O
9599,1300,CD,B-NP,O
9599,GMT,NNP,O,B-MISC
9599,),),O,O
9599,",",",",O,O
9599,parliamentary,JJ,B-NP,O
9599,officials,NNS,I-NP,O
9599,said,VBD,B-VP,O
9599,.,.,O,O
9600,To,TO,B-VP,O
9600,win,VB,I-VP,O
9600,a,DT,B-NP,O
9600,clear,JJ,I-NP,O
9600,mandate,NN,I-NP,O
9600,for,IN,B-PP,O
9600,the,DT,B-NP,O
9600,five-year,JJ,I-NP,O
9600,presidential,JJ,I-NP,O
9600,term,NN,I-NP,O
9600,",",",",O,O
9600,a,DT,B-NP,O
9600,candidate,NN,I-NP,O
9600,must,MD,B-VP,O
9600,secure,VB,I-VP,O
9600,68,CD,B-NP,O
9600,votes,NNS,I-NP,O
9600,from,IN,B-PP,O
9600,the,DT,B-NP,O
9600,101-member,JJ,I-NP,O
9600,parliament,NN,I-NP,O
9600,.,.,O,O
9601,Enn,NNP,B-NP,B-PER
9601,Markvart,NNP,I-NP,I-PER
9601,",",",",O,O
9601,Chairman,NNP,B-NP,O
9601,of,IN,B-PP,O
9601,the,DT,B-NP,O
9601,National,NNP,I-NP,B-ORG
9601,Election,NNP,I-NP,I-ORG
9601,Commission,NNP,I-NP,I-ORG
9601,",",",",O,O
9601,said,VBD,B-VP,O
9601,96,CD,B-NP,O
9601,members,NNS,I-NP,O
9601,of,IN,B-PP,O
9601,parliament,NN,B-NP,O
9601,voted,VBD,B-VP,O
9601,in,IN,B-PP,O
9601,the,DT,B-NP,O
9601,second,JJ,I-NP,O
9601,round,NN,I-NP,O
9601,",",",",O,O
9601,with,IN,B-PP,O
9601,12,CD,B-NP,O
9601,abstentions,NNS,I-NP,O
9601,and,CC,O,O
9601,one,CD,B-NP,O
9601,ballot,NN,I-NP,O
9601,paper,NN,I-NP,O
9601,invalid,NN,I-NP,O
9601,.,.,O,O
9602,On,IN,B-PP,O
9602,Monday,NNP,B-NP,O
9602,",",",",O,O
9602,in,IN,B-PP,O
9602,the,DT,B-NP,O
9602,first,JJ,I-NP,O
9602,round,NN,I-NP,O
9602,of,IN,B-PP,O
9602,voting,NN,B-NP,O
9602,",",",",O,O
9602,Meri,NNP,B-NP,B-PER
9602,secured,VBN,B-VP,O
9602,45,CD,B-NP,O
9602,votes,NNS,I-NP,O
9602,and,CC,O,O
9602,Ruutel,NNP,B-NP,B-PER
9602,34,CD,I-NP,O
9602,.,.,O,O
9603,Meri,NNP,B-NP,B-PER
9603,'s,POS,B-NP,O
9603,popularity,NN,I-NP,O
9603,has,VBZ,B-VP,O
9603,suffered,VBN,I-VP,O
9603,in,IN,B-PP,O
9603,recent,JJ,B-NP,O
9603,years,NNS,I-NP,O
9603,",",",",O,O
9603,with,IN,B-PP,O
9603,politicians,NNS,B-NP,O
9603,criticising,VBG,B-VP,O
9603,him,PRP,B-NP,O
9603,for,IN,B-PP,O
9603,taking,VBG,B-VP,O
9603,too,RB,B-NP,O
9603,much,JJ,I-NP,O
9603,power,NN,I-NP,O
9603,and,CC,O,O
9603,acting,VBG,B-VP,O
9603,without,IN,B-PP,O
9603,consulting,NN,B-NP,O
9603,parliament,NN,I-NP,O
9603,.,.,O,O
9604,If,IN,B-SBAR,O
9604,a,DT,B-NP,O
9604,third,JJ,I-NP,O
9604,round,NN,I-NP,O
9604,of,IN,B-PP,O
9604,voting,NN,B-NP,O
9604,fails,VBZ,B-VP,O
9604,to,TO,I-VP,O
9604,give,VB,I-VP,O
9604,either,DT,B-NP,O
9604,candidate,NN,B-NP,O
9604,68,CD,I-NP,O
9604,votes,NNS,I-NP,O
9604,",",",",O,O
9604,the,DT,B-NP,O
9604,parliamentary,JJ,I-NP,O
9604,speaker,NN,I-NP,O
9604,has,VBZ,B-VP,O
9604,to,TO,I-VP,O
9604,convene,VB,I-VP,O
9604,an,DT,B-NP,O
9604,electoral,JJ,I-NP,O
9604,college,NN,I-NP,O
9604,of,IN,B-PP,O
9604,all,DT,B-NP,O
9604,101,CD,I-NP,O
9604,MPs,NNPS,I-NP,O
9604,and,CC,O,O
9604,273,CD,B-NP,O
9604,local,JJ,I-NP,O
9604,government,NN,I-NP,O
9604,representatives,NNS,I-NP,O
9604,for,IN,B-PP,O
9604,a,DT,B-NP,O
9604,new,JJ,I-NP,O
9604,vote,NN,I-NP,O
9604,that,WDT,B-NP,O
9604,could,MD,B-VP,O
9604,take,VB,I-VP,O
9604,up,RP,B-PRT,O
9604,to,TO,B-PP,O
9604,a,DT,B-NP,O
9604,month,NN,I-NP,O
9604,.,.,O,O
9606,Slovak,JJ,B-NP,B-MISC
9606,women,NNS,I-NP,O
9606,visited,VBD,B-VP,O
9606,Dutroux,NNP,B-NP,B-PER
9606,",",",",I-NP,O
9606,police,NN,I-NP,O
9606,say,VBP,B-VP,O
9606,.,.,O,O
9607,Peter,NNP,B-NP,B-PER
9607,Laca,NNP,I-NP,I-PER
9608,BRATISLAVA,NNP,B-NP,B-LOC
9608,1996-08-27,CD,I-NP,O
9609,Marc,NNP,B-NP,B-PER
9609,Dutroux,NNP,I-NP,I-PER
9609,",",",",O,O
9609,the,DT,B-NP,O
9609,chief,NN,I-NP,O
9609,accused,VBN,B-VP,O
9609,in,IN,B-PP,O
9609,Belgium,NNP,B-NP,B-LOC
9609,'s,POS,B-NP,O
9609,sensational,JJ,I-NP,O
9609,child,NN,I-NP,O
9609,murder,NN,I-NP,O
9609,and,CC,I-NP,O
9609,sex,NN,I-NP,O
9609,abuse,NN,I-NP,O
9609,case,NN,I-NP,O
9609,",",",",O,O
9609,visited,VBD,B-VP,O
9609,Slovakia,NNP,B-NP,B-LOC
9609,a,DT,B-NP,O
9609,number,NN,I-NP,O
9609,of,IN,B-PP,O
9609,times,NNS,B-NP,O
9609,and,CC,O,O
9609,about,RB,B-NP,O
9609,10,CD,I-NP,O
9609,young,JJ,I-NP,O
9609,Slovak,NNP,I-NP,B-MISC
9609,women,NNS,I-NP,O
9609,went,VBD,B-VP,O
9609,to,TO,B-PP,O
9609,Belgium,NNP,B-NP,B-LOC
9609,at,IN,B-PP,O
9609,his,PRP$,B-NP,O
9609,invitation,NN,I-NP,O
9609,",",",",I-NP,O
9609,police,NN,I-NP,O
9609,said,VBD,B-VP,O
9609,on,IN,B-PP,O
9609,Tuesday,NNP,B-NP,O
9609,.,.,O,O
9610,But,CC,O,O
9610,they,PRP,B-NP,O
9610,have,VBP,B-VP,O
9610,difficulty,NN,B-NP,O
9610,remembering,VBG,B-VP,O
9610,what,WP,B-NP,O
9610,happened,VBD,B-VP,O
9610,there,RB,B-ADVP,O
9610,",",",",O,O
9610,perhaps,RB,B-ADVP,O
9610,because,IN,B-PP,O
9610,of,IN,I-PP,O
9610,drugs,NNS,B-NP,O
9610,",",",",O,O
9610,and,CC,O,O
9610,are,VBP,B-VP,O
9610,unsure,JJ,B-ADJP,O
9610,whether,IN,B-SBAR,O
9610,they,PRP,B-NP,O
9610,were,VBD,B-VP,O
9610,filmed,VBN,I-VP,O
9610,for,IN,B-PP,O
9610,pornography,NN,B-NP,O
9610,",",",",O,O
9610,Rudolf,NNP,B-NP,B-PER
9610,Gajdos,NNP,I-NP,I-PER
9610,",",",",O,O
9610,head,NN,B-NP,O
9610,of,IN,B-PP,O
9610,the,DT,B-NP,O
9610,Slovak,NNP,I-NP,B-MISC
9610,office,NN,I-NP,O
9610,of,IN,B-PP,O
9610,Interpol,NNP,B-NP,B-ORG
9610,",",",",O,O
9610,told,VBD,B-VP,O
9610,Reuters,NNP,B-NP,B-ORG
9610,.,.,O,O
9611,Although,IN,B-SBAR,O
9611,Gajdos,NNP,B-NP,B-PER
9611,spoke,VBD,B-VP,O
9611,of,IN,B-PP,O
9611,"""","""",O,O
9611,girls,NNS,B-NP,O
9611,"""","""",O,O
9611,his,PRP$,B-NP,O
9611,deputy,NN,I-NP,O
9611,",",",",O,O
9611,Eva,NNP,B-NP,B-PER
9611,Boudova,NNP,I-NP,I-PER
9611,",",",",O,O
9611,said,VBD,B-VP,O
9611,the,DT,B-NP,O
9611,case,NN,I-NP,O
9611,involved,VBN,B-VP,O
9611,about,IN,B-NP,O
9611,10,CD,I-NP,O
9611,young,JJ,I-NP,O
9611,women,NNS,I-NP,O
9611,in,IN,B-PP,O
9611,their,PRP$,B-NP,O
9611,early,JJ,I-NP,O
9611,20s,NNS,I-NP,O
9611,.,.,O,O
9612,"""","""",O,O
9612,The,DT,B-NP,O
9612,police,NN,I-NP,O
9612,interrogated,VBN,B-VP,O
9612,several,JJ,B-NP,O
9612,Slovak,NNP,I-NP,B-MISC
9612,girls,NNS,I-NP,O
9612,who,WP,B-NP,O
9612,said,VBD,B-VP,O
9612,that,IN,B-SBAR,O
9612,they,PRP,B-NP,O
9612,had,VBD,B-VP,O
9612,been,VBN,I-VP,O
9612,invited,VBN,I-VP,O
9612,by,IN,B-PP,O
9612,Mark,NNP,B-NP,B-PER
9612,Dutroux,NNP,I-NP,I-PER
9612,to,TO,B-VP,O
9612,visit,VB,I-VP,O
9612,Belgium,NNP,B-NP,B-LOC
9612,",",",",O,O
9612,"""","""",O,O
9612,Gajdos,NNP,B-NP,B-PER
9612,said,VBD,B-VP,O
9612,.,.,O,O
9613,"""","""",O,O
9613,The,DT,B-NP,O
9613,girls,NNS,I-NP,O
9613,said,VBD,B-VP,O
9613,they,PRP,B-NP,O
9613,went,VBD,B-VP,O
9613,to,TO,B-PP,O
9613,Belgium,NNP,B-NP,B-LOC
9613,voluntarily,RB,B-VP,O
9613,and,CC,I-VP,O
9613,the,DT,B-NP,O
9613,police,NN,I-NP,O
9613,suspect,NN,I-NP,O
9613,that,IN,B-SBAR,O
9613,they,PRP,B-NP,O
9613,were,VBD,B-VP,O
9613,used,VBN,I-VP,O
9613,to,TO,I-VP,O
9613,act,VB,I-VP,O
9613,in,IN,B-PP,O
9613,pornographic,JJ,B-NP,O
9613,films,NNS,I-NP,O
9613,.,.,O,O
9613,"""","""",O,O
9614,"""","""",O,O
9614,The,DT,B-NP,O
9614,police,NN,I-NP,O
9614,suspect,NN,I-NP,O
9614,(,(,O,O
9614,the,DT,B-NP,O
9614,girls,NNS,I-NP,O
9614,),),O,O
9614,were,VBD,B-VP,O
9614,under,IN,B-PP,O
9614,the,DT,B-NP,O
9614,influence,NN,I-NP,O
9614,of,IN,B-PP,O
9614,drugs,NNS,B-NP,O
9614,as,IN,B-PP,O
9614,some,DT,B-NP,O
9614,girls,NNS,I-NP,O
9614,admitted,VBD,B-VP,O
9614,they,PRP,B-NP,O
9614,took,VBD,B-VP,O
9614,unspecified,JJ,B-NP,O
9614,pills,NNS,I-NP,O
9614,.,.,O,O
9614,"""","""",O,O
9615,"""","""",O,O
9615,We,PRP,B-NP,O
9615,have,VBP,B-VP,O
9615,suspicions,NNS,B-NP,O
9615,of,IN,B-PP,O
9615,a,DT,B-NP,O
9615,rape,NN,I-NP,O
9615,",",",",O,O
9615,but,CC,O,O
9615,the,DT,B-NP,O
9615,police,NN,I-NP,O
9615,still,RB,B-ADVP,O
9615,have,VBP,B-VP,O
9615,to,TO,I-VP,O
9615,find,VB,I-VP,O
9615,the,DT,B-NP,O
9615,victim,NN,I-NP,O
9615,",",",",O,O
9615,"""","""",O,O
9615,Gajdos,NNP,B-NP,B-PER
9615,added,VBD,B-VP,O
9615,.,.,O,O
9616,Dutroux,NNP,B-NP,B-PER
9616,'s,POS,B-NP,O
9616,last,JJ,I-NP,O
9616,visit,NN,I-NP,O
9616,to,TO,B-PP,O
9616,Slovakia,NNP,B-NP,B-LOC
9616,was,VBD,B-VP,O
9616,reported,VBN,I-VP,O
9616,to,TO,I-VP,O
9616,have,VB,I-VP,O
9616,been,VBN,I-VP,O
9616,as,IN,B-PP,O
9616,recent,JJ,O,O
9616,as,RB,B-CONJP,O
9616,July,NNP,B-NP,O
9616,.,.,O,O
9617,Slovak,JJ,B-NP,B-MISC
9617,police,NN,I-NP,O
9617,are,VBP,B-VP,O
9617,also,RB,I-VP,O
9617,cooperating,VBG,I-VP,O
9617,with,IN,B-PP,O
9617,Belgium,NNP,B-NP,B-LOC
9617,in,IN,B-PP,O
9617,the,DT,B-NP,O
9617,search,NN,I-NP,O
9617,for,IN,B-PP,O
9617,An,DT,B-NP,B-PER
9617,Marchal,NNP,I-NP,I-PER
9617,and,CC,I-NP,O
9617,Eefje,NNP,I-NP,B-PER
9617,Lambrecks,NNP,I-NP,I-PER
9617,",",",",O,O
9617,who,WP,B-NP,O
9617,went,VBD,B-VP,O
9617,missing,VBG,I-VP,O
9617,last,JJ,B-NP,O
9617,August,NNP,I-NP,O
9617,.,.,O,O
9618,Dutroux,JJ,B-ADJP,B-PER
9618,",",",",O,O
9618,39,CD,B-NP,O
9618,",",",",O,O
9618,who,WP,B-NP,O
9618,was,VBD,B-VP,O
9618,charged,VBN,I-VP,O
9618,last,JJ,B-NP,O
9618,week,NN,I-NP,O
9618,with,IN,B-PP,O
9618,the,DT,B-NP,O
9618,abduction,NN,I-NP,O
9618,and,CC,O,O
9618,illegal,JJ,B-NP,O
9618,imprisonment,NN,I-NP,O
9618,of,IN,B-PP,O
9618,two,CD,B-NP,O
9618,other,JJ,I-NP,O
9618,girls,NNS,I-NP,O
9618,aged,VBN,B-VP,O
9618,14,CD,B-NP,O
9618,and,CC,I-NP,O
9618,12,CD,I-NP,O
9618,",",",",O,O
9618,is,VBZ,B-VP,O
9618,one,CD,B-NP,O
9618,of,IN,B-PP,O
9618,several,JJ,B-NP,O
9618,suspects,NNS,I-NP,O
9618,in,IN,B-PP,O
9618,the,DT,B-NP,O
9618,Marchal,NNP,I-NP,B-PER
9618,and,CC,I-NP,O
9618,Lambrecks,NNP,I-NP,B-PER
9618,case,NN,I-NP,O
9618,.,.,O,O
9619,Last,JJ,B-NP,O
9619,Saturday,NNP,I-NP,O
9619,he,PRP,B-NP,O
9619,led,VBD,B-VP,O
9619,police,NNS,B-NP,O
9619,to,TO,B-PP,O
9619,the,DT,B-NP,O
9619,bodies,NNS,I-NP,O
9619,of,IN,B-PP,O
9619,two,CD,B-NP,O
9619,other,JJ,I-NP,O
9619,girls,NNS,I-NP,O
9619,",",",",O,O
9619,aged,VBN,B-ADJP,O
9619,eight,CD,B-NP,O
9619,",",",",O,O
9619,who,WP,B-NP,O
9619,died,VBD,B-VP,O
9619,of,IN,B-PP,O
9619,starvation,NN,B-NP,O
9619,this,DT,B-NP,O
9619,year,NN,I-NP,O
9619,after,IN,B-PP,O
9619,their,PRP$,B-NP,O
9619,abduction,NN,I-NP,O
9619,in,IN,B-PP,O
9619,June,NNP,B-NP,O
9619,",",",",O,O
9619,1995,CD,B-NP,O
9619,.,.,O,O
9620,The,DT,B-NP,O
9620,Czech,JJ,I-NP,B-MISC
9620,office,NN,I-NP,O
9620,of,IN,B-PP,O
9620,Interpol,NNP,B-NP,B-ORG
9620,said,VBD,B-VP,O
9620,on,IN,B-PP,O
9620,Friday,NNP,B-NP,O
9620,it,PRP,B-NP,O
9620,would,MD,B-VP,O
9620,neither,RB,I-VP,O
9620,confirm,VBP,I-VP,O
9620,nor,CC,I-VP,O
9620,deny,VB,I-VP,O
9620,that,IN,B-SBAR,O
9620,Dutroux,NNP,B-NP,B-PER
9620,had,VBD,B-VP,O
9620,been,VBN,I-VP,O
9620,in,IN,B-PP,O
9620,the,DT,B-NP,O
9620,Czech,NNP,I-NP,B-LOC
9620,Republic,NNP,I-NP,I-LOC
9620,",",",",O,O
9620,Slovakia,NNP,B-NP,B-LOC
9620,'s,POS,B-NP,O
9620,western,JJ,I-NP,O
9620,neighbour,NN,I-NP,O
9620,and,CC,O,O
9620,former,JJ,B-NP,O
9620,federation,NN,I-NP,O
9620,partner,NN,I-NP,O
9620,.,.,O,O
9621,Belgian,JJ,B-NP,B-MISC
9621,police,NNS,I-NP,O
9621,said,VBD,B-VP,O
9621,an,DT,B-NP,O
9621,officer,NN,I-NP,O
9621,had,VBD,B-VP,O
9621,visited,VBN,I-VP,O
9621,Bratislava,NNP,B-NP,B-LOC
9621,to,TO,B-VP,O
9621,talk,VB,I-VP,O
9621,with,IN,B-PP,O
9621,Slovak,JJ,B-NP,B-MISC
9621,detectives,NNS,I-NP,O
9621,about,IN,B-PP,O
9621,An,DT,B-NP,B-PER
9621,and,CC,O,O
9621,Eefje,NNP,B-NP,B-PER
9621,and,CC,O,O
9621,other,JJ,B-NP,O
9621,disappearances,NNS,I-NP,O
9621,",",",",O,O
9621,and,CC,O,O
9621,he,PRP,B-NP,O
9621,planned,VBD,B-VP,O
9621,to,TO,I-VP,O
9621,go,VB,I-VP,O
9621,also,RB,B-ADVP,O
9621,to,TO,B-PP,O
9621,Prague,NNP,B-NP,B-LOC
9621,.,.,O,O
9623,WEATHER,NN,B-NP,O
9623,-,:,O,O
9623,Conditions,NNPS,B-NP,O
9623,at,IN,B-PP,O
9623,CIS,NNP,B-NP,B-LOC
9623,airports,NNS,I-NP,O
9623,-,:,O,O
9623,August,NNP,B-NP,O
9623,27,CD,I-NP,O
9623,.,.,O,O
9624,MOSCOW,RB,B-ADVP,B-LOC
9624,1996-08-27,CD,B-NP,O
9625,No,DT,B-NP,O
9625,closures,NNS,I-NP,O
9625,of,IN,B-PP,O
9625,airports,NNS,B-NP,O
9625,due,JJ,B-ADJP,O
9625,to,TO,B-PP,O
9625,bad,JJ,B-NP,O
9625,weather,NN,I-NP,O
9625,are,VBP,B-VP,O
9625,expected,VBN,I-VP,O
9625,in,IN,B-PP,O
9625,the,DT,B-NP,O
9625,Commonwealth,NNP,I-NP,B-LOC
9625,of,IN,B-PP,I-LOC
9625,Independent,NNP,B-NP,I-LOC
9625,States,NNP,I-NP,I-LOC
9625,on,IN,B-PP,O
9625,August,NNP,B-NP,O
9625,28,CD,I-NP,O
9625,and,CC,O,O
9625,August,NNP,B-NP,O
9625,29,CD,I-NP,O
9625,",",",",O,O
9625,the,DT,B-NP,O
9625,Russian,NNP,I-NP,B-ORG
9625,Weather,NNP,I-NP,I-ORG
9625,Service,NNP,I-NP,I-ORG
9625,said,VBD,B-VP,O
9625,on,IN,B-PP,O
9625,Tuesday,NNP,B-NP,O
9625,.,.,O,O
9626,--,:,B-NP,O
9626,Moscow,NNP,I-NP,B-ORG
9626,Newsroom,NNP,I-NP,I-ORG
9626,+7095,CD,I-NP,O
9626,941,CD,I-NP,O
9626,8520,CD,I-NP,O
9628,Russian,JJ,B-NP,B-MISC
9628,serial,JJ,I-NP,O
9628,killer,NN,I-NP,O
9628,strikes,VBZ,B-VP,O
9628,again,RB,B-ADVP,O
9628,.,.,O,O
9629,MOSCOW,RB,B-ADVP,B-LOC
9629,1996-08-27,CD,B-NP,O
9630,Russian,JJ,B-NP,B-MISC
9630,police,NNS,I-NP,O
9630,in,IN,B-PP,O
9630,the,DT,B-NP,O
9630,Urals,NNS,I-NP,B-MISC
9630,city,NN,I-NP,O
9630,of,IN,B-PP,O
9630,Perm,NNP,B-NP,B-LOC
9630,are,VBP,B-VP,O
9630,on,IN,B-PP,O
9630,the,DT,B-NP,O
9630,trail,NN,I-NP,O
9630,of,IN,B-PP,O
9630,a,DT,B-NP,O
9630,serial,JJ,I-NP,O
9630,killer,NN,I-NP,O
9630,who,WP,B-NP,O
9630,has,VBZ,B-VP,O
9630,claimed,VBN,I-VP,O
9630,his,PRP$,B-NP,O
9630,seventh,JJ,I-NP,O
9630,victim,NN,I-NP,O
9630,in,IN,B-PP,O
9630,just,RB,B-NP,O
9630,a,DT,I-NP,O
9630,few,JJ,I-NP,O
9630,months,NNS,I-NP,O
9630,",",",",O,O
9630,Itar-Tass,JJ,B-NP,B-ORG
9630,news,NN,I-NP,O
9630,agency,NN,I-NP,O
9630,said,VBD,B-VP,O
9630,on,IN,B-PP,O
9630,Tuesday,NNP,B-NP,O
9630,.,.,O,O
9631,In,IN,B-PP,O
9631,the,DT,B-NP,O
9631,latest,JJS,I-NP,O
9631,attack,NN,I-NP,O
9631,",",",",O,O
9631,the,DT,B-NP,O
9631,killer,NN,I-NP,O
9631,raped,VBN,B-VP,O
9631,and,CC,O,O
9631,stabbed,VBD,B-VP,O
9631,a,DT,B-NP,O
9631,young,JJ,I-NP,O
9631,woman,NN,I-NP,O
9631,in,IN,B-PP,O
9631,a,DT,B-NP,O
9631,lift,NN,I-NP,O
9631,",",",",O,O
9631,leaving,VBG,B-VP,O
9631,her,PRP$,B-NP,O
9631,body,NN,I-NP,O
9631,on,IN,B-PP,O
9631,a,DT,B-NP,O
9631,landing,NN,I-NP,O
9631,.,.,O,O
9632,Tass,NNP,B-NP,B-ORG
9632,did,VBD,B-VP,O
9632,not,RB,I-VP,O
9632,say,VB,I-VP,O
9632,exactly,RB,B-NP,O
9632,when,WRB,B-ADVP,O
9632,it,PRP,B-NP,O
9632,took,VBD,B-VP,O
9632,place,NN,B-NP,O
9632,.,.,O,O
9633,Police,NNS,B-NP,O
9633,earlier,RB,B-ADVP,O
9633,released,VBD,B-VP,O
9633,a,DT,B-NP,O
9633,suspect,NN,I-NP,O
