sentence_id,text,entity,label,start,end
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",two,CARDINAL,55,58
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",Kalashnikov,PERSON,70,81
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",Ilyushin 76,LAW,148,159
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",last Friday,DATE,172,183
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",UAE,ORG,195,198
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",Abu Dhabi,ORG,207,216
203,"The Russians , who said they overpowered the guards -- two armed with Kalashnikov automatic rifles -- while doing regular maintenance work on their Ilyushin 76 cargo plane last Friday , left the UAE capital Abu Dhabi for home on Sunday .",Sunday,DATE,229,235
205,Iraq 's Saddam meets Russia 's Zhirinovsky .,Iraq,GPE,0,4
205,Iraq 's Saddam meets Russia 's Zhirinovsky .,Saddam,PERSON,8,14
205,Iraq 's Saddam meets Russia 's Zhirinovsky .,Russia,GPE,21,27
205,Iraq 's Saddam meets Russia 's Zhirinovsky .,Zhirinovsky,PERSON,31,42
206,BAGHDAD 1996-08-22,BAGHDAD,GPE,0,7
206,BAGHDAD 1996-08-22,1996-08-22,DATE,8,18
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Iraqi,NORP,0,5
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Saddam Hussein,PERSON,16,30
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Russian,NORP,49,56
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Vladimir Zhirinovsky,PERSON,75,95
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Baghdad,GPE,101,108
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Moscow,GPE,164,170
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Iraqi,NORP,182,187
207,"Iraqi President Saddam Hussein has told visiting Russian ultra-nationalist Vladimir Zhirinovsky that Baghdad wanted to maintain "" friendship and cooperation "" with Moscow , official Iraqi newspapers said on Thursday .",Thursday,DATE,207,215
208,""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said .",Saddam Hussein,PERSON,12,26
208,""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said .",Iraq,GPE,55,59
208,""" President Saddam Hussein stressed during the meeting Iraq 's keenness to maintain friendship and cooperation with Russia , "" the papers said .",Russia,GPE,116,122
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Zhirinovsky,PERSON,10,21
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Saddam,PERSON,27,33
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Baghdad,GPE,49,56
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Wednesday,DATE,60,69
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Liberal Democratic party,ORG,79,103
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",the Russian Duma,ORG,108,124
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Iraq,GPE,207,211
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",1990,DATE,222,226
209,"They said Zhirinovsky told Saddam before he left Baghdad on Wednesday that his Liberal Democratic party and the Russian Duma ( parliament ) "" are calling for an immediate lifting of the embargo "" imposed on Iraq after its 1990 invasion of Kuwait .",Kuwait,GPE,239,245
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Zhirinovsky,PERSON,0,11
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Tuesday,DATE,20,27
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Russian,NORP,47,54
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,U.N.,ORG,78,82
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Iraq,GPE,102,106
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Moscow,GPE,118,124
210,Zhirinovsky said on Tuesday he would press the Russian government to help end U.N. trade sanctions on Iraq and blamed Moscow for delaying establishment of good ties with Baghdad .,Baghdad,GPE,170,177
211,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .",Russian,NORP,53,60
211,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .",Iraq,GPE,105,109
211,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .",Russia,GPE,140,146
211,""" Our stand is firm , namely we are calling on ( the Russian ) government to end the economic embargo on Iraq and resume trade ties between Russia and Iraq , "" he told reporters .",Iraq,GPE,151,155
212,Zhirinovsky visited Iraq twice in 1995 .,Zhirinovsky,NORP,0,11
212,Zhirinovsky visited Iraq twice in 1995 .,Iraq,GPE,20,24
212,Zhirinovsky visited Iraq twice in 1995 .,1995,DATE,34,38
213,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .",Last October,DATE,0,12
213,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .",Iraq,GPE,61,65
213,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .",Saddam,PERSON,97,103
213,"Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .",seven more years,DATE,116,132
215,PRESS DIGEST - Iraq - Aug 22 .,22,CARDINAL,26,28
216,BAGHDAD 1996-08-22,BAGHDAD,GPE,0,7
216,BAGHDAD 1996-08-22,1996-08-22,DATE,8,18
217,These are some of the leading stories in the official Iraqi press on Thursday .,Iraqi,NORP,54,59
217,These are some of the leading stories in the official Iraqi press on Thursday .,Thursday,DATE,69,77
218,Reuters has not verified these stories and does not vouch for their accuracy .,Reuters,ORG,0,7
219,THAWRA,THAWRA,ORG,0,6
220,- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .,Iraq,GPE,2,6
220,- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .,Saddam Hussein,PERSON,20,34
220,- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .,Russian,NORP,62,69
220,- Iraq 's President Saddam Hussein meets with chairman of the Russian liberal democratic party Vladimir Zhirinovsky .,Vladimir Zhirinovsky,PERSON,95,115
221,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,Turkish,NORP,2,9
221,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,Turkey,GPE,32,38
221,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,Baghdad,GPE,61,68
221,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .,November,DATE,101,109
222,IRAQ,IRAQ,GPE,0,4
223,- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .,12 tonnes,QUANTITY,16,25
223,- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .,Umm Qasr,PERSON,45,53
223,- A shipload of 12 tonnes of rice arrives in Umm Qasr port in the Gulf .,Gulf,LOC,66,70
225,PRESS DIGEST - Lebanon - Aug 22 .,Lebanon,GPE,15,22
225,PRESS DIGEST - Lebanon - Aug 22 .,22,CARDINAL,29,31
226,BEIRUT 1996-08-22,1996-08-22,DATE,7,17
227,These are the leading stories in the Beirut press on Thursday .,Beirut,GPE,37,43
227,These are the leading stories in the Beirut press on Thursday .,Thursday,DATE,53,61
228,Reuters has not verified these stories and does not vouch for their accuracy .,Reuters,ORG,0,7
230,- Confrontation is escalating between Hizbollah and the government .,Hizbollah,ORG,38,47
231,- Prime Minister Hariri : Israeli threats do no serve peace .,Hariri,PERSON,17,23
231,- Prime Minister Hariri : Israeli threats do no serve peace .,Israeli,NORP,26,33
232,AS-SAFIR,AS-SAFIR,ORG,0,8
233,- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .,Berri,PERSON,21,26
233,- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .,Israel,GPE,29,35
233,- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .,Syria,GPE,65,70
233,- Parliament Speaker Berri : Israel is preparing for war against Syria and Lebanon .,Lebanon,GPE,75,82
234,- Parliamentary battle in Beirut ..,Beirut,GPE,26,32
235,The three main lists have been prepared .,three,CARDINAL,4,9
236,AL-ANWAR,AL-ANWAR,ORG,0,8
237,- Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .,Mount Lebanon,LOC,74,87
237,- Continued criticism of law violation incidents -- which occurred in the Mount Lebanon elections last Sunday .,last Sunday,DATE,98,109
239,- Financial negotiations between Lebanon and Pakistan .,Lebanon,GPE,33,40
239,- Financial negotiations between Lebanon and Pakistan .,Pakistan,GPE,45,53
241,NIDA'A AL-WATAN,AL-WATAN,ORG,7,15
242,- Maronite Patriarch Sfeir expressed sorrow over the violations in Sunday ' elections .,Sunday,DATE,67,73
244,CME live and feeder cattle calls range mixed .,CME,ORG,0,3
245,CHICAGO 1996-08-22,CHICAGO,GPE,0,7
245,CHICAGO 1996-08-22,1996-08-22,DATE,8,18
246,"Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .",CME,ORG,15,18
246,"Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .",0.200 cent,MONEY,62,72
246,"Early calls on CME live and feeder cattle futures ranged from 0.200 cent higher to 0.100 lower , livestock analysts said .",0.100,CARDINAL,83,88
249,"However , trade will likely be light and prices could drift on evening up ahead of the report .",evening,TIME,63,70
250,"Cash markets are also expected to be quiet after the record amount of feedlot cattle traded this week , they said .",this week,DATE,92,101
252,Kindercare says debt buy to hit Q1 results .,Kindercare,ORG,0,10
252,Kindercare says debt buy to hit Q1 results .,Q1,CARDINAL,32,34
253,"MONTGOMERY , Ala .",Ala,ORG,13,16
254,1996-08-22,1996-08-22,DATE,0,10
255,KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .,KinderCare Learning Centers Inc,ORG,0,31
255,KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .,Thursday,DATE,40,48
255,KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .,$ 1.2 million,MONEY,105,118
255,KinderCare Learning Centers Inc said on Thursday that a debt buyback would mean an extraordinary loss of $ 1.2 million in its fiscal 1997 first quarter .,fiscal 1997 first quarter,DATE,126,151
256,"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",the quarter,DATE,29,40
256,"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",June 1,DATE,55,61
256,"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",$ 30 million,MONEY,74,86
256,"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",10-3/8 percent,PERCENT,116,130
256,"The company said that during the quarter , which began June 1 , it bought $ 30 million par value of its outstanding 10-3/8 percent senior notes due 2001 .",2001,DATE,148,152
257,The notes were bought for $ 31.5 million .,$ 31.5 million,MONEY,26,40
258,"Philip Maslowe , chief financial officer of the preschool and child care company , said the buyback "" offered an opportunity to reduce the company 's weighted average interest costs and improve future cash flows and earnings . """,Philip Maslowe,PERSON,0,14
260,RESEARCH ALERT - Lehman starts SNET .,RESEARCH ALERT - Lehman,PERSON,0,23
260,RESEARCH ALERT - Lehman starts SNET .,SNET,ORG,31,35
261,"-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .",Lehman,ORG,3,9
261,"-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .",Blake Bath,PERSON,18,28
261,"-- Lehman analyst Blake Bath started Southern New England Telecommunciations Corp with an outperform rating , his office said .",Southern New England Telecommunciations Corp,ORG,37,81
262,"-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .",12-month,DATE,21,29
262,"-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .",45,MONEY,48,50
262,"-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .",a fiscal 1996 year,DATE,55,73
262,"-- The analyst set a 12-month price target of $ 45 and a fiscal 1996 year earnings estimate of $ 3.09 per share , his office said .",3.09,MONEY,97,101
263,"-- The analyst also set an earnings estimate for the 1997 year , but the figure was not immediately available .",the 1997 year,DATE,49,62
264,-- Southern New England closed at 38-1/2 Wednesday .,Southern New England,ORG,3,23
264,-- Southern New England closed at 38-1/2 Wednesday .,38-1/2,CARDINAL,34,40
264,-- Southern New England closed at 38-1/2 Wednesday .,Wednesday,DATE,41,50
265,"-- E. Auchard , Wall Street bureau , 212-859-1736",-- E. Auchard,PERSON,0,13
265,"-- E. Auchard , Wall Street bureau , 212-859-1736",212,CARDINAL,37,40
267,Gateway Data Sciences Q2 net rises .,Gateway Data Sciences Q2,ORG,0,24
268,PHOENIX 1996-08-22,1996-08-22,DATE,8,18
269,Summary of Consolidated Financial Data,Consolidated Financial Data,ORG,11,38
270,"( In Thousands , except per share data )",Thousands,CARDINAL,5,14
271,Six Months Ended Quarter Ended,Six Months Ended Quarter Ended,DATE,0,30
273,1996 1995 1996 1995,1996 1995 1996 1995,DATE,0,19
275,"Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507","10,756 $ 13,102 $",MONEY,16,33
275,"Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507","7,961",MONEY,34,39
275,"Total Revenue $ 10,756 $ 13,102 $ 7,961 $ 5,507","5,507",MONEY,42,47
276,"Software Revenue 2,383 1,558 1,086 1,074",Software,ORG,0,8
276,"Software Revenue 2,383 1,558 1,086 1,074","2,383",CARDINAL,17,22
276,"Software Revenue 2,383 1,558 1,086 1,074","1,558",CARDINAL,23,28
276,"Software Revenue 2,383 1,558 1,086 1,074","1,086 1,074",CARDINAL,29,40
277,"Services Revenue 1,154 692 624 465","1,154",CARDINAL,17,22
278,Operating Income 906 962 599 515,906,CARDINAL,17,20
279,Net Income 821 512 565 301,301,MONEY,23,26
280,Earnings Per Share 0.31 0.34 0.19 0.20,0.19,DATE,29,33
281,"Jul 31 , 1996 Jan 31 , 1996","31 , 1996 Jan 31 , 1996",DATE,4,27
283,"Working Capital $ 5,755 ( $ 881 )",Working Capital,ORG,0,15
283,"Working Capital $ 5,755 ( $ 881 )","5,755",MONEY,18,23
283,"Working Capital $ 5,755 ( $ 881 )",881,MONEY,28,31
284,"Cash and Cash Equivalents 2,386 93","2,386 93",DATE,26,34
285,"Total Assets 14,196 7,138","14,196",CARDINAL,13,19
285,"Total Assets 14,196 7,138","7,138",MONEY,20,25
286,"Shareholders ' Equity 5,951 ( 1,461 )","5,951",CARDINAL,22,27
286,"Shareholders ' Equity 5,951 ( 1,461 )","1,461",CARDINAL,30,35
288,Greek socialists give PM green light for election .,Greek,NORP,0,5
289,ATHENS 1996-08-22,1996-08-22,DATE,7,17
290,"The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .",Greek,NORP,4,9
290,"The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .",Costas Simitis,PERSON,66,80
290,"The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .",Costas Skandalidis,PERSON,154,172
290,"The Greek socialist party 's executive bureau gave Prime Minister Costas Simitis its backing if he chooses to call snap elections , its general secretary Costas Skandalidis told reporters on Thursday .",Thursday,DATE,191,199
291,"Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .",Costas Simitis,PERSON,15,29
291,"Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .",Thursday,DATE,98,106
291,"Prime Minister Costas Simitis will make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .",Skandalidis,PERSON,114,125
292,"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4",Dimitris Kontogiannis,PERSON,3,24
292,"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4",Athens Newsroom,ORG,27,42
292,"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4",3311812-4,DATE,48,57
294,PRESS DIGEST - France - Le Monde Aug 22 .,France,GPE,15,21
294,PRESS DIGEST - France - Le Monde Aug 22 .,22,DATE,37,39
295,PARIS 1996-08-22,PARIS,GPE,0,5
295,PARIS 1996-08-22,1996-08-22,DATE,6,16
296,"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",Thursday,DATE,29,37
296,"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",afternoon,TIME,41,50
296,"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",daily,DATE,51,56
296,"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",Le Monde,PERSON,57,65
296,"These are leading stories in Thursday 's afternoon daily Le Monde , dated Aug 23 .",23,CARDINAL,78,80
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",Africans,NORP,3,11
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",Alain Juppe,PERSON,84,95
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",49th day,DATE,150,158
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",Paris,GPE,162,167
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .",Wednesday,DATE,179,188
298,"-- Africans seeking to renew or obtain work and residence rights say Prime Minister Alain Juppe 's proposals are insufficient as hunger strike enters 49th day in Paris church and Wednesday rally attracts 8,000 sympathisers .","8,000",CARDINAL,204,209
299,-- FLNC Corsican nationalist movement announces end of truce after last night 's attacks .,Corsican,NORP,8,16
299,-- FLNC Corsican nationalist movement announces end of truce after last night 's attacks .,last night 's,TIME,67,80
300,BUSINESS PAGES,BUSINESS PAGES,ORG,0,14
301,"-- Shutdown of Bally 's French factories points up shoe industry crisis , with French manufacturers undercut by low-wage country competition and failure to keep abreast of trends .",Bally 's,ORG,15,23
301,"-- Shutdown of Bally 's French factories points up shoe industry crisis , with French manufacturers undercut by low-wage country competition and failure to keep abreast of trends .",French,NORP,24,30
301,"-- Shutdown of Bally 's French factories points up shoe industry crisis , with French manufacturers undercut by low-wage country competition and failure to keep abreast of trends .",French,NORP,79,85
302,-- Secretary general of the Sud-PTT trade union at France Telecom all the elements are in place for social unrest in the next few weeks .,the Sud-PTT,ORG,24,35
302,-- Secretary general of the Sud-PTT trade union at France Telecom all the elements are in place for social unrest in the next few weeks .,France Telecom,ORG,51,65
302,-- Secretary general of the Sud-PTT trade union at France Telecom all the elements are in place for social unrest in the next few weeks .,the next few weeks,DATE,117,135
303,-- Paris Newsroom +33 1 42 21 53 81,Paris Newsroom,ORG,3,17
303,-- Paris Newsroom +33 1 42 21 53 81,1,CARDINAL,22,23
303,-- Paris Newsroom +33 1 42 21 53 81,53 81,DATE,30,35
305,Well repairs to lift Heidrun oil output - Statoil .,Heidrun,GPE,21,28
306,OSLO 1996-08-22,1996-08-22,DATE,5,15
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Three,CARDINAL,0,5
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Heidrun,GPE,43,50
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Norway,GPE,68,74
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",the next month,DATE,97,111
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Den Norske Stats Oljeselskap,ORG,123,151
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Statoil,ORG,157,164
307,"Three plugged water injection wells on the Heidrun oilfield off mid-Norway will be reopened over the next month , operator Den Norske Stats Oljeselskap AS ( Statoil ) said on Thursday .",Thursday,DATE,175,183
308,"The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .","30,000 barrels",QUANTITY,46,60
308,"The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .",Heidrun,GPE,80,87
308,"The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .","roughly 220,000",CARDINAL,98,113
308,"The plugged wells have accounted for a dip of 30,000 barrels per day ( bpd ) in Heidrun output to roughly 220,000 bpd , according to the company 's Status Weekly newsletter .",Status Weekly,ORG,148,161
309,"The wells will be reperforated and gravel will be pumped into the reservoir through one of the wells to avoid plugging problems in the future , it said .",one,CARDINAL,84,87
310,-- Oslo newsroom +47 22 42 50 41,Oslo,ORG,3,7
310,-- Oslo newsroom +47 22 42 50 41,22,CARDINAL,21,23
310,-- Oslo newsroom +47 22 42 50 41,42,DATE,24,26
310,-- Oslo newsroom +47 22 42 50 41,50,DATE,27,29
312,Finnish April trade surplus 3.8 billion markka - NCB .,April,DATE,8,13
312,Finnish April trade surplus 3.8 billion markka - NCB .,3.8 billion markka - NCB,MONEY,28,52
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",Finland,GPE,0,7
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",3.83 billion markka,MONEY,33,52
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",April,DATE,56,61
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",3.43 billion,MONEY,67,79
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",March,DATE,83,88
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",the National Customs Board,ORG,91,117
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",NCB,ORG,120,123
314,"Finland 's trade surplus rose to 3.83 billion markka in April from 3.43 billion in March , the National Customs Board ( NCB ) said in a statement on Thursday .",Thursday,DATE,149,157
315,"The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .",one percent,PERCENT,26,37
315,"The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .",April,DATE,54,59
315,"The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .",two percent,PERCENT,90,101
315,"The value of exports fell one percent year-on-year in April and the value of imports fell two percent , NCB said .",NCB,ORG,104,107
